day,hour,3,tmp,vdc,wd,ws,amb,dew,so2,no,no2,nox,co,co2,gas,air
,10:00,23,22.9,1.47,154,1.9,24,22.1,0.1,0.3,0.3,0.5,0.7,0.7,-1.4,-0.06
,11:00,32,24.1,1.47,161,2.2,26.1,21.3,0.2,0.3,0.2,0.5,0.7,0.7,-1.5,-0.06
,12:00,36,25,1.47,191,1.8,27.2,21,0.3,0.2,0.4,0.7,0.7,0.7,-1.5,-0.06
,13:00,36,28.5,1.47,173,1,26.4,20.5,0.4,0.4,1.2,1.6,0.8,0.8,-1.6,-0.07
,14:00,45,29.1,1.47,171,1.9,27.3,19.7,0.3,0.3,1.6,1.9,0.8,0.8,-1.7,-0.07
,15:00,47,28.6,1.47,194,2,27.6,20,0.4,0.2,2.5,2.7,0.8,0.8,-1.7,-0.07
,16:00,44,28.5,1.47,246,4.1,26.8,20.8,0.2,0.2,3.2,3.3,0.8,0.8,-1.7,-0.07
,17:00,37,28.1,1.47,259,3.1,25.6,20,0.2,0.1,2.5,2.6,0.8,1,-1.7,-0.07
,18:00,24,27.2,1.47,250,1.8,24,20.5,0.1,0.2,2.6,2.8,0.8,0.8,-1.7,-0.07
,19:00,14,26.2,1.47,246,2,22.1,20.6,0,0.5,1.5,2,0.7,0.8,-1.6,-0.07
,20:00,15,25.1,1.47,201,0.9,21.1,19.7,0,0.3,1.6,1.9,0.7,0.7,-1.6,-0.07
,21:00,14,24.1,1.47,251,0.6,20.3,19,-0.1,0,0.2,0.2,0.7,0.7,-1.5,-0.07
,22:00,,23.6,1.47,284,0.2,19.5,18.2,,,,,0.7,0.7,-1.5,-0.06
,23:00,,23.9,1.47,202,0.2,19.2,17.6,,,,,,,,
,0:00,,22.8,1.47,90,0.4,18.6,17.4,,,,,,,-1.7,
,1:00,5,22.5,1.47,30,1,18.3,17.1,-0.1,0,-0.2,-0.1,0.6,0.6,-1.5,-0.06
,2:00,8,22.3,1.47,310,0.2,18.3,16.7,-0.1,0,-0.4,-0.4,0.6,0.6,-1.5,-0.06
,3:00,8,22.4,1.47,112,0.3,18,16.4,-0.1,0,-0.4,-0.4,0.6,0.6,-1.5,-0.06
,4:00,10,22.7,1.47,11,0.2,18,16.1,-0.1,0,-0.4,-0.4,0.6,0.6,-1.5,-0.06
,5:00,6,23,1.47,16,0.8,17.3,15.8,-0.1,0.3,-0.2,0.1,0.7,0.7,-1.5,-0.06
,6:00,10,23,1.47,0,0,17.5,15.8,-0.1,0.1,-0.2,-0.1,0.6,0.6,-1.5,-0.06
,7:00,8,22.3,1.47,315,0.1,18.8,17.4,-0.1,1.1,0.1,1.2,0.7,0.7,-1.5,-0.06
,8:00,12,21.8,1.47,243,0.4,21.1,20.1,-0.1,0.5,0.2,0.7,0.7,0.7,-1.4,-0.06
,9:00,23,22.9,1.47,151,0.9,23.8,22.7,0.1,0.2,0.1,0.3,0.7,0.7,-1.4,-0.06
,10:00,33,24.2,1.47,133,1.2,25.4,25.3,0.4,0.2,0.3,0.5,0.7,0.7,-1.5,-0.06
,11:00,37,25.2,1.47,221,1.4,26.9,20.3,0.3,0.2,0.3,0.5,0.7,0.7,-1.5,-0.07
,12:00,46,26.1,1.47,197,2.1,27.6,20,0.6,0.2,1,1.2,0.7,0.7,-1.6,-0.07
,13:00,49,26.8,1.47,160,2.6,27.9,18,0.8,0.2,0.8,1,0.7,0.7,-1.6,-0.07
,14:00,44,27.4,1.47,231,2.3,26.7,19.7,0.6,0.2,2,2.2,0.8,0.8,-1.6,-0.07
,15:00,53,27.5,1.47,247,1.5,26.9,19.2,2.1,0.2,2.8,3,0.8,0.8,-1.7,-0.07
,16:00,56,27.5,1.47,319,0.9,27.7,18.8,1.7,0.1,2.1,2.2,0.7,0.8,-1.7,-0.07
,17:00,47,27.2,1.47,127,1.5,26,19.4,0.9,0.1,3.2,3.4,0.8,0.8,-1.7,-0.07
,18:00,33,26.5,1.47,0,0.2,24.2,20.3,0.4,0.1,2.1,2.2,0.8,0.8,-1.6,-0.07
,19:00,24,25.7,1.47,303,1.7,22.5,20.6,0.5,0,1.3,1.4,0.7,0.8,-1.6,-0.07
,20:00,29,24.7,1.47,241,0.8,21.9,19.8,0.9,0,1.3,1.4,0.7,0.7,-1.6,-0.07
,21:00,25,23.9,1.47,249,0.9,21.1,19.9,0.5,0,0.7,0.7,0.7,0.7,-1.5,-0.07
,22:00,,23.6,1.47,47,1.6,20.6,19.7,,,,,0.7,0.7,-1.5,-0.06
,23:00,,24.1,1.47,36,0.7,20.4,19.1,,,,,,,,
,0:00,,23.2,1.47,90,0.1,20.1,18.9,,,,,,,-1.7,
,1:00,11,22.1,1.47,79,0.5,20,19.2,0.1,0,0.8,0.9,0.8,0.8,-1.5,-0.06
,2:00,12,21.5,1.47,281,1.1,20,19.1,0.1,0,0.5,0.5,0.7,0.7,-1.4,-0.06
,3:00,12,21.6,1.47,172,0.2,19.7,18.4,0.1,0.1,0.4,0.4,0.7,0.7,-1.4,-0.06
,4:00,6,21.7,1.47,25,1.1,19.1,18.2,-0.1,0.1,0.3,0.3,0.7,0.7,-1.4,-0.06
,5:00,5,21.7,1.47,188,0.4,19.2,18.5,0,2.7,0.8,3.2,0.7,0.7,-1.4,-0.06
,6:00,4,21.7,1.47,350,0.3,19,18.6,-0.1,0.4,0.6,1,0.7,0.7,-1.4,-0.06
,7:00,2,21.5,1.47,71,0.2,19.5,20,-0.1,0.6,0.3,0.8,0.7,0.7,-1.4,-0.06
,8:00,9,21.2,1.47,21,0.6,20.5,21.4,0,0.6,0.9,1.4,0.7,0.7,-1.4,-0.06
,9:00,23,21.2,1.47,217,0.8,21.8,23.2,0,0.4,1.6,2,0.7,0.7,-1.4,-0.06
,10:00,35,23,1.47,185,2.2,24.4,20.8,0.2,0.6,2.1,2.7,0.7,0.7,-1.4,-0.06
,11:00,41,24,1.47,169,2.6,26,20.8,0.1,0.5,2,2.5,0.7,0.7,-1.5,-0.06
,12:00,42,24.9,1.47,181,2.5,27.3,20.9,0.1,0.2,0.9,1.1,0.7,0.7,-1.5,-0.07
,13:00,41,25.9,1.47,197,2.5,28.1,20.5,0.1,0.2,0.9,1.2,0.7,0.7,-1.6,-0.07
,14:00,40,26.8,1.47,202,2.2,27.3,20.9,0.1,0.3,1.6,2,0.8,0.8,-1.6,-0.07
,15:00,36,27,1.47,254,4.1,25.2,20.9,0.1,0.2,1.2,1.4,0.8,0.8,-1.6,-0.07
,16:00,36,26.5,1.47,257,3.2,22.2,18.9,-0.1,0.1,1,1.1,0.7,0.7,-1.6,-0.07
,17:00,31,25.6,1.47,243,2.7,22.2,18.5,-0.1,0.3,2.2,2.5,0.7,0.7,-1.6,-0.07
,18:00,33,24.8,1.47,283,4.3,21.9,18.4,-0.1,0,1.5,1.5,0.7,0.7,-1.6,-0.07
,19:00,31,24,1.47,228,2.6,21,18.9,-0.1,0.1,1.8,1.8,0.7,0.7,-1.5,-0.07
,20:00,30,23.2,1.47,219,1.9,21,18.4,0,0,1.8,1.8,0.7,0.7,-1.5,-0.06
,21:00,17,22.5,1.47,17,1,19.8,18.8,-0.1,0,0.9,1,0.6,0.7,-1.5,-0.06
,22:00,,22.4,1.47,297,0.1,19.6,19,,,,,0.7,0.7,-1.5,-0.06
,23:00,,23,1.47,40,0.8,19.3,18.6,,,,,,,,
,0:00,,22.3,1.47,267,0.5,18.9,18.4,,,,,,,-1.6,
,1:00,7,21.6,1.47,257,1.3,18.7,17.8,-0.1,0,-0.2,-0.2,0.6,0.6,-1.5,-0.06
,2:00,11,21.7,1.47,194,1.3,18.6,17.7,-0.1,0.1,-0.3,-0.2,0.6,0.6,-1.4,-0.06
,3:00,14,21.9,1.47,243,0.2,18.9,17.5,-0.1,0,-0.1,-0.1,0.6,0.6,-1.4,-0.06
,4:00,4,22,1.47,40,1.8,17.7,17,-0.1,0.1,-0.2,-0.1,0.6,0.6,-1.4,-0.06
,5:00,3,22.1,1.47,35,2.3,17.1,16.9,-0.2,0.3,0.1,0.4,0.6,0.6,-1.4,-0.06
,6:00,2,22.1,1.47,59,2.2,17.1,17.1,-0.1,0.7,0.6,1.3,0.6,0.7,-1.4,-0.06
,7:00,3,21.8,1.47,18,0.7,17.8,18.2,-0.1,1.3,0.4,1.6,0.6,0.7,-1.4,-0.06
,8:00,9,21.3,1.47,45,0.4,19.3,20,-0.1,0.3,-0.1,0.2,0.6,0.6,-1.4,-0.06
,9:00,22,21.6,1.47,105,0.9,22,18.5,0.1,0.3,0.4,0.7,0.6,0.6,-1.4,-0.06
,10:00,28,22.4,1.47,118,2.1,23.8,18.6,0.2,1.3,0.8,1.9,0.6,0.6,-1.4,-0.06
,11:00,33,23.4,1.47,151,2.1,24.6,18.5,0.2,0.3,0.8,1,0.7,0.7,-1.5,-0.06
,12:00,37,24.3,1.47,184,1.9,25.4,18.3,0.3,0.4,1.1,1.5,0.7,0.7,-1.5,-0.06
,13:00,42,25,1.47,181,2.3,25.8,18,0.4,0.1,1,1.1,0.7,0.7,-1.5,-0.07
,14:00,43,25.8,1.47,143,2,26.7,17.9,0.4,0.7,2,2.6,0.7,0.7,-1.6,-0.07
,15:00,40,26.5,1.47,60,4.3,26.1,18.6,0.3,0.4,2.1,2.5,0.7,0.7,-1.6,-0.07
,16:00,41,27,1.47,83,2.7,25.6,18.6,0.3,0.1,2.1,2.2,0.7,0.8,-1.6,-0.07
,17:00,43,26.8,1.47,194,0.8,24.8,16.7,0.5,0.1,2.8,2.9,0.7,0.8,-1.6,-0.07
,18:00,40,26,1.47,24,2.9,22.1,15.7,1.2,0,2.7,2.7,0.7,0.7,-1.6,-0.07
,19:00,40,24.8,1.47,74,2.5,20,13.8,2.4,0,3.6,3.6,0.7,0.7,-1.6,-0.07
,20:00,35,23.7,1.47,327,1.4,18.7,13.9,2.1,0,3.1,3.1,0.7,0.7,-1.5,-0.07
,21:00,26,22.6,1.47,70,1.7,18,14.4,1.3,0.2,2.4,2.6,0.7,0.7,-1.5,-0.06
,22:00,,23.2,1.47,340,1.3,18.1,13.1,,,,,0.6,0.7,-1.5,-0.06
,23:00,,24.5,1.47,95,0.7,16.5,13.8,,,,,,,,
,0:00,,24.7,1.47,211,0.4,15.9,13.5,,,,,,,-1.7,
,1:00,15,24.5,1.47,94,0.4,15,13.7,0.3,0,1,1,0.7,0.7,-1.6,-0.07
,2:00,11,24.2,1.47,25,1.6,14.8,13.9,0.2,0,0.4,0.4,0.7,0.7,-1.5,-0.07
,3:00,15,24,1.47,27,0.9,15,13.3,0.3,0,0.3,0.3,0.6,0.7,-1.5,-0.07
,4:00,8,24.1,1.47,53,1.8,14.5,13.7,0,0.1,0.1,0.2,0.7,0.7,-1.5,-0.07
,5:00,8,23.8,1.47,51,2.5,14.9,13.8,0,0.1,0.3,0.4,0.7,0.7,-1.5,-0.07
,6:00,15,23.7,1.47,46,3.7,15.4,13.1,0.3,0.2,1,1.2,0.6,0.7,-1.5,-0.07
,7:00,23,23.5,1.47,50,3.8,15.9,12.3,1.3,0.1,1.5,1.6,0.6,0.7,-1.5,-0.06
,8:00,22,23,1.47,51,3.4,16.3,12.7,3.5,0.4,4.2,4.6,0.6,0.6,-1.5,-0.06
,9:00,23,22.5,1.47,63,3.4,16.8,12.7,3.9,0.6,4.6,5.2,0.6,0.6,-1.5,-0.06
,10:00,28,21.7,1.47,51,3.8,17.6,11.5,4.2,1,4.3,5.4,0.6,0.6,-1.4,-0.06
,11:00,33,21.3,1.47,53,3.9,18.5,11,4.2,1,3.5,4.5,0.6,0.6,-1.4,-0.06
,12:00,40,21.5,1.47,70,2.6,19.9,11.6,3.8,0.7,2.6,3.3,0.6,0.6,-1.4,-0.06
,13:00,46,22,1.47,92,2.2,21.1,12.4,3.7,0.4,2.5,2.8,0.6,0.6,-1.4,-0.06
,14:00,50,22.7,1.47,125,1.7,21.8,12.7,4.3,0.5,3.2,3.6,0.7,0.7,-1.4,-0.06
,15:00,52,23.3,1.47,200,1.9,22.2,13.1,4.8,0.7,4.4,5,0.7,0.7,-1.5,-0.06
,16:00,56,23.7,1.47,181,1.1,22.2,13,4.5,0.4,4.3,4.7,0.7,0.7,-1.5,-0.06
,17:00,48,23.5,1.47,72,1.5,21.5,14.2,4,0.6,5.7,6.3,0.7,0.8,-1.5,-0.06
,18:00,36,22.9,1.47,37,2.4,19.4,15.7,2.2,0,2.9,2.9,0.7,0.7,-1.5,-0.06
,19:00,30,22.2,1.47,41,2.7,18.5,15.4,1.7,0,2.5,2.6,0.7,0.7,-1.5,-0.06
,20:00,28,21.8,1.47,38,2.4,18.3,15.3,1.5,0,2.1,2.2,0.7,0.7,-1.4,-0.06
,21:00,27,21.8,1.47,35,2.7,18,15.2,1.4,0,1.8,1.8,0.7,0.7,-1.4,-0.06
,22:00,,22.1,1.47,39,3.5,18.3,14.9,,,,,0.7,0.7,-1.4,-0.06
,23:00,,22.7,1.47,39,2.8,18,15,,,,,,,,
,0:00,,22.3,1.47,48,3,17.9,14.8,,,,,,,-1.6,
,1:00,27,22.1,1.47,41,2.9,17.5,14.6,3.1,0,3.4,3.4,0.7,0.7,-1.5,-0.06
,2:00,27,22.2,1.47,41,3,17.3,14.4,2.5,0,2.8,2.8,0.7,0.7,-1.4,-0.06
,3:00,26,22.2,1.47,43,2.9,17.1,14.5,2,0,2.2,2.2,0.7,0.7,-1.4,-0.06
,4:00,25,22.3,1.47,48,1.4,16.9,14.4,1.8,0,1.9,1.9,0.7,0.7,-1.4,-0.06
,5:00,18,22.4,1.47,48,1.7,16.5,14.8,0.9,0,1.5,1.5,0.7,0.7,-1.4,-0.06
,6:00,15,22.7,1.47,30,2.1,16.1,15,0.6,0.1,1.2,1.3,0.7,0.7,-1.5,-0.06
,7:00,18,22.6,1.47,40,2.2,16.8,15.2,0.9,0.2,1.1,1.3,0.7,0.7,-1.5,-0.06
,8:00,26,21.7,1.47,87,2.2,17.9,14.4,2.7,0.7,2.9,3.6,0.7,0.7,-1.4,-0.06
,9:00,34,21.9,1.47,155,1.1,19.1,14.1,4.7,0.8,3.8,4.6,0.7,0.7,-1.4,-0.06
,10:00,42,22.2,1.47,236,1.8,19.9,14.1,4.6,0.4,2.9,3.2,0.7,0.7,-1.4,-0.06
,11:00,47,22.3,1.47,205,1.5,20,14.2,4.1,0.3,3,3.3,0.7,0.7,-1.4,-0.06
,12:00,48,22.3,1.47,95,2.5,20.1,14.6,3.6,0.2,3.1,3.3,0.7,0.7,-1.4,-0.06
,13:00,49,22.3,1.47,95,2.6,20.3,14.8,3.2,0.3,3.8,4,0.8,0.8,-1.4,-0.06
,14:00,52,22.3,1.47,82,2,20.5,15,3.1,0.2,4,4.2,0.8,0.8,-1.4,-0.06
,15:00,52,22.5,1.47,63,1.8,20.6,15.3,2.7,0.2,3.8,4,0.8,0.8,-1.4,-0.06
,16:00,49,22.3,1.47,36,2.3,20.3,15.8,2.8,0.1,3.9,3.9,0.7,0.8,-1.4,-0.06
,17:00,43,22.1,1.47,35,1.8,19.9,16.2,2.8,0.1,3.9,4,0.7,0.8,-1.4,-0.06
,18:00,34,21.7,1.47,57,2.8,19.2,16.6,2,0,3.8,3.9,0.7,0.7,-1.4,-0.06
,19:00,30,21.5,1.47,31,2.1,18.8,16.5,1.8,0,3.5,3.5,0.7,0.7,-1.4,-0.06
,20:00,29,22.3,1.47,14,2.4,18.1,16.1,1.7,0,2.4,2.4,0.7,0.7,-1.4,-0.06
,21:00,24,22.7,1.47,22,0.5,16.8,15.5,1.1,0,2.1,2.1,0.7,0.7,-1.5,-0.06
,22:00,,23.3,1.47,59,0.2,16.8,15.8,,,,,0.8,0.8,-1.5,-0.06
,23:00,,24.4,1.47,55,1.4,16.2,14.8,,,,,,,,
,0:00,,24.2,1.47,53,1.9,15.4,14.6,,,,,,,-1.7,
,1:00,12,24,1.47,27,0.1,15.2,13.9,0.2,0,0.4,0.4,0.7,0.7,-1.5,-0.07
,2:00,10,23.9,1.47,328,0.8,15.1,14.5,0.1,0,0.4,0.4,0.7,0.7,-1.5,-0.07
,3:00,16,24,1.47,155,0.6,14.9,13.4,0.2,0,0.4,0.4,0.7,0.7,-1.5,-0.07
,4:00,13,24.5,1.47,75,1.7,14.6,12.6,0.1,0,0.4,0.4,0.8,0.8,-1.5,-0.07
,5:00,8,24.9,1.47,25,2,13.5,11.8,-0.1,0.2,0.3,0.5,0.7,0.8,-1.5,-0.07
,6:00,16,24.8,1.47,352,1,14.1,11.9,0.1,0.2,0.6,0.7,0.7,0.8,-1.5,-0.07
,7:00,11,24.4,1.47,212,0.4,14.7,13.5,0.1,0.7,0.9,1.5,0.8,0.8,-1.5,-0.07
,8:00,23,23.4,1.47,65,0.6,17.3,16.2,0.3,0.3,0.8,1.1,0.7,0.7,-1.5,-0.07
,9:00,34,23,1.47,86,1,19.1,19.4,0.9,0.2,1,1.2,0.7,0.7,-1.5,-0.06
,10:00,43,23.3,1.47,83,1.5,20.7,15.6,1.9,0.2,1.2,1.3,0.7,0.7,-1.5,-0.06
,11:00,45,23.8,1.47,210,1.6,22.2,15.3,1.8,0.2,1.3,1.4,0.7,0.7,-1.5,-0.06
,12:00,49,24.2,1.47,188,1.9,23.1,15.4,1.6,0.2,1.9,2,0.7,0.7,-1.5,-0.06
,13:00,52,24.6,1.47,107,2.8,24,14.8,1.1,0.1,2.7,2.8,0.7,0.7,-1.5,-0.07
,14:00,56,25.2,1.47,97,3.2,24.5,14.7,1.2,0.1,3.9,4,0.7,0.7,-1.5,-0.07
,15:00,58,25.7,1.47,111,2.5,24.7,14.7,0.9,0.2,5.1,5.2,0.8,0.8,-1.6,-0.07
,16:00,59,25.9,1.47,111,3.4,24.2,15.2,0.8,0.1,5,5.1,0.8,0.8,-1.6,-0.07
,17:00,50,25.6,1.47,95,2.9,22.7,16.1,0.8,0.1,3.7,3.8,0.8,0.8,-1.6,-0.07
,18:00,48,24.8,1.47,76,2.5,21.2,16.1,1,0,4,4,0.8,0.8,-1.6,-0.07
,19:00,47,23.9,1.47,31,3,20.4,16,0.9,0,2.8,2.8,0.7,0.8,-1.5,-0.07
,20:00,43,23,1.47,32,2.9,19.9,16.1,0.7,0,2.3,2.3,0.7,0.7,-1.5,-0.06
,21:00,42,22.3,1.47,29,2.9,19.1,15.9,0.9,0,2.6,2.6,0.7,0.7,-1.5,-0.06
,22:00,,22,1.47,40,2.5,18.9,15.9,,,,,0.7,0.7,-1.4,-0.06
,23:00,,22.5,1.47,44,2.6,18.9,15.8,,,,,,,,
,0:00,,21.8,1.47,37,2.5,18.5,15.5,,,,,,,-1.6,
,1:00,33,21.8,1.47,38,2,18.2,14.9,2.7,0,3.7,3.7,0.7,0.7,-1.5,-0.06
,2:00,31,22.4,1.47,62,2.1,17.6,14.5,1.9,0,2.9,2.9,0.7,0.7,-1.4,-0.06
,3:00,23,22.7,1.47,56,2.5,16.5,14.4,1.1,0,2.3,2.3,0.7,0.7,-1.4,-0.06
,4:00,23,23.6,1.47,9,2.3,15.8,13.8,0.8,0,2,2,0.7,0.7,-1.5,-0.06
,5:00,22,24.1,1.47,20,1.9,14.9,12.9,0.6,0,1.7,1.7,0.7,0.7,-1.5,-0.07
,6:00,17,24.4,1.47,28,0.5,13.9,12.3,0.3,0.3,2.7,3,0.7,0.8,-1.5,-0.07
,7:00,22,24.2,1.47,1,1.4,15.5,13.8,0.5,0.3,1.5,1.7,0.7,0.7,-1.5,-0.07
,8:00,,23.5,1.47,56,2.4,17.8,16.5,,,,,,,-1.5,
,9:00,3,26.8,1.47,79,3.2,19.2,13.1,,,,,,,45.5,
,10:00,254,28.9,1.47,63,1.8,20.9,5.9,,,,,,,11.2,
,11:00,171,30.5,1.47,65,2.6,22.8,8.2,,,,,,,-2,
,12:00,50,29,1.47,67,4.2,24,13.4,0.4,0.1,2.3,2.3,0.3,0.3,-1.8,-0.08
,13:00,55,28,1.47,77,4.1,24.9,14,0.8,0.1,4.3,4.4,0.2,0.3,-1.7,-0.07
,14:00,53,27.8,1.47,68,4.2,25.6,13.6,0.4,0.1,3.8,3.9,0.2,0.2,-1.7,-0.07
,15:00,53,27.7,1.47,73,5.3,25.5,13.1,0.1,0.1,3.3,3.4,0.2,0.2,-1.7,-0.07
,16:00,55,27.6,1.47,108,3.6,25.1,14.9,0.4,0.2,3.6,3.8,0.3,0.3,-1.7,-0.07
,17:00,48,26.9,1.47,113,2.9,23.7,15.2,0.3,0.2,4,4.2,0.3,0.3,-1.6,-0.07
,18:00,41,25.8,1.47,41,2,21.5,15.1,0.2,0,3.1,3.1,0.2,0.2,-1.6,-0.07
,19:00,32,24.6,1.47,32,1.9,19.2,15.6,0.1,0,1.9,2,0.2,0.2,-1.6,-0.07
,20:00,26,23.9,1.47,21,1.1,17.8,15.4,0,0,1.4,1.4,0.2,0.2,-1.5,-0.07
,21:00,26,24.2,1.47,326,0.1,17.1,14.6,0,0,0.9,0.9,0.2,0.2,-1.5,-0.07
,22:00,,24.9,1.47,333,0.2,16.2,13.9,,,,,0.2,0.2,-1.5,-0.07
