day,hour,3,tmp,vdc,wd,ws,amb,dew,so2,no,no2,nox,co,co2,gas,air
,23:00,,25.9,1.47,193,1.5,15.3,13.1,,,,,,,,
,0:00,,25.7,1.47,81,1.5,14.4,12.4,,,,,,,-1.8,
,1:00,17,25.6,1.47,32,1.3,13.8,11.4,0,0,1,1,0.2,0.2,-1.6,-0.07
,2:00,19,25.7,1.47,45,0,13.8,11,0.1,0,1.3,1.3,0.2,0.2,-1.6,-0.07
,3:00,17,25.8,1.47,84,1.1,13,10.4,0.1,0,1.4,1.4,0.2,0.2,-1.6,-0.07
,4:00,17,26.2,1.47,12,0.9,12.5,9.8,0,0,1.4,1.4,0.2,0.2,-1.6,-0.07
,5:00,17,26.3,1.47,211,1,12.3,9.4,0,0,1.7,1.7,0.2,0.2,-1.6,-0.07
,6:00,14,26.5,1.47,39,1.8,11.3,9.1,-0.1,0.4,1.3,1.7,0.2,0.2,-1.6,-0.07
,7:00,12,26,1.47,62,2.2,12.4,10.7,-0.1,0.7,1.2,1.9,0.2,0.2,-1.6,-0.07
,8:00,15,24.4,1.47,148,1.1,15.8,14.6,0,1,1.6,2.7,0.3,0.3,-1.6,-0.07
,9:00,21,23.9,1.47,248,0.7,18.4,17.6,0.4,0.9,2,2.9,0.3,0.3,-1.5,-0.07
,10:00,38,24.2,1.47,222,1.4,21,21.7,2.1,0.6,3.1,3.8,0.2,0.2,-1.5,-0.06
,11:00,59,24.4,1.47,244,3.3,22.7,17.2,4.3,0.2,2.7,2.9,0.2,0.2,-1.5,-0.06
,12:00,61,24.6,1.47,180,2.5,23.9,13.1,3.2,0.2,2.1,2.2,0.2,0.2,-1.5,-0.07
,13:00,65,25,1.47,189,1.9,24.5,13.5,3,0.2,3.1,3.3,0.2,0.2,-1.5,-0.07
,14:00,63,25.5,1.47,207,2,25.1,14,2.4,0.2,3.8,3.9,0.2,0.2,-1.5,-0.07
,15:00,61,26,1.47,169,1.7,25.4,14.7,2,0.2,4.3,4.5,0.2,0.2,-1.6,-0.07
,16:00,62,26.2,1.47,205,1.6,25.2,14.8,1.9,0.2,4.6,4.8,0.2,0.3,-1.6,-0.07
,17:00,61,25.8,1.47,308,0.3,24.7,15.4,1.8,0.1,4.7,4.8,0.2,0.3,-1.6,-0.07
,18:00,34,25,1.47,256,0.4,21.5,17.6,0.9,0.4,5.1,5.5,0.3,0.3,-1.6,-0.07
,19:00,27,24,1.47,256,1.7,19.2,16.6,0.5,0,2.2,2.3,0.2,0.2,-1.5,-0.07
,20:00,28,23.3,1.47,266,2.5,18,15.6,0.5,0,1.8,1.9,0.2,0.2,-1.5,-0.06
,21:00,26,23.5,1.47,199,1.8,17.1,15,0.3,0,1.3,1.4,0.2,0.2,-1.5,-0.06
,22:00,,24.4,1.47,143,1,16.2,14.3,,,,,0.2,0.2,-1.5,-0.06
,23:00,,25.7,1.47,125,1.8,15.8,13.5,,,,,,,,
,0:00,,25.4,1.47,55,1.1,15.3,12.9,,,,,,,-1.7,
,1:00,18,25.1,1.47,74,1,14.7,12.3,0,0,0.9,1,0.2,0.2,-1.6,-0.07
,2:00,21,25.2,1.47,14,1.4,14.7,11.9,-0.1,0,1,1,0.2,0.2,-1.6,-0.07
,3:00,21,25,1.47,249,1.5,14,11.5,-0.1,0,0.4,0.4,0.2,0.2,-1.6,-0.07
,4:00,18,25.2,1.47,208,0.7,13.5,11,-0.1,0,0.3,0.3,0.2,0.2,-1.6,-0.07
,5:00,19,25.5,1.47,73,0.3,13.4,10.6,-0.1,0,0.1,0.2,0.2,0.2,-1.6,-0.07
,6:00,17,25.6,1.47,135,0.1,13.2,10.4,-0.1,0.1,0.4,0.5,0.2,0.2,-1.6,-0.07
,7:00,11,25,1.47,90,0,14.4,12.1,-0.1,1.6,1.4,2.9,0.2,0.2,-1.6,-0.07
,8:00,14,23.9,1.47,169,0.6,17.2,16.1,0,1.4,1.2,2.5,0.3,0.3,-1.5,-0.07
,9:00,21,23.7,1.47,175,1,20.2,19.4,0.3,0.8,1.6,2.4,0.3,0.3,-1.5,-0.06
,10:00,36,24.2,1.47,189,1.6,22.5,23,1.1,0.4,1.7,2.1,0.2,0.2,-1.5,-0.06
,11:00,48,24.7,1.47,169,1.6,24.4,18.7,1.4,0.2,1.3,1.5,0.2,0.2,-1.5,-0.07
,12:00,52,25,1.47,214,1.9,25.8,14.3,1.3,0.2,1.3,1.5,0.2,0.2,-1.5,-0.07
,13:00,51,25.5,1.47,236,2.4,26.7,14.6,1,0.2,2,2.1,0.2,0.2,-1.5,-0.07
,14:00,52,26.2,1.47,201,2.3,27.3,14.1,0.8,0.3,3.3,3.6,0.2,0.2,-1.6,-0.07
,15:00,59,26.7,1.47,187,1.5,27.5,13.9,0.7,0.2,4.6,4.8,0.3,0.3,-1.6,-0.07
,16:00,60,27,1.47,213,1.3,27.1,14.1,0.7,0.2,4.4,4.5,0.3,0.3,-1.6,-0.07
,17:00,46,26.5,1.47,224,1.3,25.9,15.3,0.5,0.1,3.2,3.3,0.2,0.3,-1.6,-0.07
,18:00,24,25.6,1.47,264,0.9,22.1,18.2,0.3,0.2,4.2,4.4,0.3,0.3,-1.6,-0.07
,19:00,25,24.6,1.47,214,0.2,20.2,17.1,0.2,0.1,2.7,2.7,0.3,0.3,-1.6,-0.07
,20:00,20,23.5,1.47,201,3.3,18.6,16.3,0.1,0,2.1,2.1,0.2,0.2,-1.5,-0.07
,21:00,22,23.3,1.47,200,1.5,17.5,15.4,0.1,0.1,1.7,1.8,0.2,0.2,-1.5,-0.06
,22:00,,24.2,1.47,241,0.5,16.6,14.4,,,,,0.2,0.2,-1.5,-0.06
,23:00,,25.4,1.47,70,0.4,16.2,13.5,,,,,,,,
,0:00,,25,1.47,76,0.5,15.5,13.1,,,,,,,-1.7,
,1:00,27,24.6,1.47,37,2,15.6,12.9,-0.1,0,0.4,0.4,0.2,0.2,-1.6,-0.07
,2:00,20,24.4,1.47,26,2.1,14.7,12.8,-0.1,0,0.2,0.2,0.2,0.2,-1.6,-0.07
,3:00,20,24.3,1.47,262,0.6,15,12.8,-0.1,0,0.1,0.1,0.2,0.2,-1.5,-0.07
,4:00,18,24.3,1.47,90,0,14.6,12.8,-0.1,0,0.1,0.1,0.2,0.2,-1.5,-0.07
,5:00,18,24.3,1.47,117,0.2,14.6,13,-0.1,0,0.4,0.4,0.2,0.2,-1.5,-0.07
,6:00,15,24.2,1.47,228,0.4,14.8,13.3,-0.1,0.2,1,1.1,0.2,0.2,-1.5,-0.07
,7:00,11,23.6,1.47,17,0.3,15.6,15,-0.1,0.6,0.9,1.5,0.3,0.3,-1.5,-0.07
,8:00,11,22.5,1.47,61,1.8,16.8,17.1,-0.1,0.4,0.6,1,0.3,0.3,-1.5,-0.06
,9:00,18,21.7,1.47,273,0.5,19.9,20.4,0.1,0.3,0.6,0.9,0.3,0.3,-1.4,-0.06
,10:00,36,22.5,1.47,194,1.5,23.2,23.6,0.5,0.5,1.6,2,0.3,0.3,-1.4,-0.06
,11:00,42,23.4,1.47,186,1.7,25.1,18.5,0.7,0.5,2.6,3,0.3,0.3,-1.5,-0.06
,12:00,35,24.2,1.47,217,3.5,26.2,17.6,0.4,0.2,0.7,0.9,0.2,0.2,-1.5,-0.06
,13:00,36,25,1.47,223,3.8,26.5,17.8,0.2,0.2,0.8,0.9,0.2,0.2,-1.5,-0.07
,14:00,46,25.8,1.47,208,3,27,17.5,0.3,0.3,1.6,1.8,0.2,0.3,-1.6,-0.07
,15:00,49,26.4,1.47,189,2.3,27,17.5,0.3,0.2,2,2.2,0.2,0.3,-1.6,-0.07
,16:00,49,26.8,1.47,214,2.6,26,18,0.5,0.3,3.1,3.4,0.3,0.3,-1.6,-0.07
,17:00,51,26.5,1.47,220,2.2,24.6,18.4,0.6,0.1,4.3,4.3,0.3,0.3,-1.6,-0.07
,18:00,41,25.9,1.47,266,0.9,23.5,19.1,0.5,0,4.3,4.3,0.3,0.3,-1.6,-0.07
,19:00,29,25,1.47,231,1.1,22.4,19.4,0.3,0.1,4.2,4.3,0.3,0.3,-1.6,-0.07
,20:00,28,24.2,1.47,264,1.2,21.9,19.4,0.3,0,3,3.1,0.3,0.3,-1.5,-0.07
,21:00,24,23.4,1.47,259,1.1,21,19.1,0.2,0,2.3,2.3,0.3,0.3,-1.5,-0.07
,22:00,,23.2,1.47,228,1.9,21.3,18.6,,,,,0.2,0.3,-1.5,-0.06
,23:00,,23.7,1.47,235,2.6,20.9,17.9,,,,,,,,
,0:00,,22.7,1.47,217,1,19.8,17.9,,,,,,,-1.7,
,1:00,15,21.7,1.47,212,0.5,19,18.1,0,0,1.5,1.5,0.2,0.2,-1.5,-0.06
,2:00,12,21.7,1.47,224,2,18.9,17.5,0,0,1.7,1.7,0.2,0.2,-1.4,-0.06
,3:00,9,21.7,1.47,197,1.8,19.1,17.4,0.2,0,6.6,6.6,0.3,0.3,-1.4,-0.06
,4:00,8,21.8,1.47,221,2.1,19.1,17.4,0.5,0.1,8.1,8.2,0.2,0.3,-1.4,-0.06
,5:00,7,21.9,1.47,202,2,18.8,17.4,0.5,0.1,6.9,7,0.3,0.3,-1.4,-0.06
,6:00,5,21.8,1.47,113,0.6,18.3,17.6,0.2,0.6,4.3,4.9,0.3,0.3,-1.4,-0.06
,7:00,6,21.7,1.47,248,1.4,19.5,18.9,0.3,1.2,2.5,3.7,0.2,0.3,-1.4,-0.06
,8:00,12,21.8,1.47,201,0.4,22.5,20.6,1.2,2.1,3.5,5.6,0.2,0.2,-1.4,-0.06
,9:00,21,22.4,1.47,229,2.4,24.6,19.4,0.5,0.8,1.6,2.4,0.2,0.2,-1.4,-0.06
,10:00,28,23.7,1.47,214,2.2,26.1,19.7,0.3,0.3,0.9,1.2,0.2,0.2,-1.5,-0.06
,11:00,31,24.5,1.47,302,0.8,26.7,19.3,0.1,0.2,0.5,0.7,0.2,0.2,-1.5,-0.06
,12:00,32,25,1.47,11,3.8,25.8,19.1,-0.1,0.1,0.1,0.2,0.2,0.2,-1.5,-0.07
,13:00,27,25.5,1.47,56,4.4,24.2,20,-0.1,0.1,0.6,0.6,0.2,0.2,-1.6,-0.07
,14:00,25,25.3,1.47,0,1,21.4,20.8,-0.1,0.1,0.4,0.4,0.2,0.2,-1.6,-0.07
,15:00,26,24.8,1.47,28,1.7,21.9,21.1,-0.1,0.1,0.1,0.1,0.2,0.2,-1.6,-0.07
,16:00,19,24.4,1.47,212,0.8,21.9,21,-0.1,0.3,0.8,1.1,0.3,0.3,-1.5,-0.07
,17:00,17,23.9,1.47,230,1.9,21.5,21.2,-0.1,0.2,0.4,0.6,0.2,0.2,-1.5,-0.07
,18:00,15,23.4,1.47,233,1.4,21.3,20.8,-0.1,0.1,0.9,0.9,0.2,0.3,-1.5,-0.06
,19:00,14,22.8,1.47,218,1.2,20.9,20.6,-0.1,0.6,3,3.5,0.3,0.3,-1.5,-0.06
,20:00,8,22.2,1.47,287,0.9,20.3,19.7,-0.1,0.3,1.9,2.2,0.2,0.3,-1.5,-0.06
,21:00,6,21.6,1.47,120,0.7,19.7,19,-0.2,0.1,0.9,1,0.2,0.2,-1.4,-0.06
,22:00,,22,1.47,35,1.1,19.5,19.3,,,,,0.2,0.2,-1.4,-0.06
,23:00,,22.7,1.47,354,0.9,19.3,19.2,,,,,,,,
,0:00,,21.9,1.47,153,0.2,18.7,18.8,,,,,,,-1.6,
,1:00,4,21.9,1.47,55,0.3,18.5,18.2,-0.2,0,0,0,0.2,0.2,-1.5,-0.06
,2:00,3,22,1.47,90,0,18.3,17.7,-0.2,0.1,-0.1,-0.1,0.2,0.2,-1.4,-0.06
,3:00,3,21.9,1.47,90,0,18.1,17.9,-0.2,0,-0.3,-0.2,0.2,0.2,-1.4,-0.06
,4:00,4,21.8,1.47,47,0.6,18.3,18.4,-0.2,0,-0.3,-0.3,0.2,0.2,-1.4,-0.06
,5:00,6,21.8,1.47,43,2,18.6,18.6,-0.2,0.1,0.1,0.1,0.2,0.2,-1.4,-0.06
,6:00,8,21.7,1.47,40,2,18.9,18.8,-0.1,0,0.3,0.3,0.2,0.2,-1.4,-0.06
,7:00,8,21.6,1.47,44,2.1,19.1,19.1,-0.1,0.3,0.9,1.2,0.2,0.2,-1.4,-0.06
,8:00,8,21.7,1.47,50,1.3,19.5,19.5,-0.1,0.3,1,1.3,0.2,0.2,-1.4,-0.06
,9:00,11,21.5,1.47,46,3.9,19.5,19.4,-0.1,0.3,1,1.2,0.2,0.2,-1.4,-0.06
,10:00,14,21.5,1.47,50,4.5,18.6,18.4,0.6,0.5,2.2,2.7,0.2,0.2,-1.4,-0.06
,11:00,14,21.5,1.47,72,3.6,18.8,18.2,1,0.8,2.8,3.6,0.2,0.2,-1.4,-0.06
,12:00,16,21.5,1.47,68,4.1,19.2,18.2,1.5,0.8,2.9,3.7,0.2,0.2,-1.4,-0.06
,13:00,18,21.2,1.47,72,3.8,19.4,17.9,1.9,0.7,3.2,3.8,0.2,0.2,-1.4,-0.06
,14:00,19,21.4,1.47,72,3.8,19.4,17.8,1.9,0.6,3.2,3.8,0.2,0.2,-1.4,-0.06
,15:00,19,21.2,1.47,55,3.6,19.3,17.7,1.8,0.4,3,3.4,0.2,0.2,-1.4,-0.06
,16:00,20,21.4,1.47,63,4,19.4,17.6,1.7,0.3,2.8,3.1,0.2,0.2,-1.4,-0.06
,17:00,19,21.4,1.47,61,2.9,19,17.5,1.2,0.1,2.5,2.6,0.2,0.2,-1.4,-0.06
,18:00,19,21.8,1.47,46,3,18.6,17.3,1.1,0,2.5,2.5,0.2,0.2,-1.4,-0.06
,19:00,19,21.8,1.47,44,3.7,18.4,17,1.1,0,2.5,2.5,0.2,0.2,-1.4,-0.06
,20:00,20,21.9,1.47,41,3.6,18.1,17.1,1,0,2.4,2.4,0.2,0.2,-1.4,-0.06
,21:00,17,21.9,1.47,56,2.3,18,17.3,0.7,0,2.1,2.2,0.2,0.2,-1.4,-0.06
,22:00,,22.5,1.47,57,2.3,18,17.3,,,,,0.3,0.3,-1.4,-0.06
,23:00,,22.6,1.47,71,1.7,17.8,17.3,,,,,,,,
,0:00,,21.9,1.47,69,2.3,17.7,17.4,,,,,,,-1.6,
,1:00,10,21.8,1.47,75,1.9,17.7,17.4,0,0,1.4,1.4,0.2,0.2,-1.5,-0.06
,2:00,8,21.8,1.47,63,1.1,17.7,17.4,0,0,1.2,1.2,0.2,0.2,-1.4,-0.06
,3:00,6,21.9,1.47,315,0.3,17.7,17.5,-0.1,0,0.8,0.8,0.2,0.2,-1.4,-0.06
,4:00,4,21.9,1.47,68,0.5,17.8,17.5,-0.2,0,0.5,0.5,0.2,0.3,-1.4,-0.06
,5:00,4,21.9,1.47,51,0.4,17.8,17.6,-0.2,0.2,0.9,1.1,0.2,0.3,-1.4,-0.06
,6:00,4,22,1.47,17,0.3,17.8,17.6,-0.2,0.2,0.9,1,0.2,0.3,-1.4,-0.06
,7:00,3,21.7,1.47,63,1.6,18.1,17.9,-0.2,0.3,0.4,0.7,0.2,0.3,-1.4,-0.06
,8:00,8,21.7,1.47,34,0.3,18.8,17.8,-0.1,0.3,0.3,0.5,0.2,0.2,-1.4,-0.06
,9:00,10,21.6,1.47,86,1.5,19.4,18.3,0.1,0.3,0.8,1.1,0.2,0.3,-1.4,-0.06
,10:00,12,21.3,1.47,69,0.9,19.9,18.8,0.1,0.4,0.7,1.1,0.2,0.2,-1.4,-0.06
,11:00,16,21.1,1.47,43,0.6,20.6,18.9,0.4,0.3,0.7,0.9,0.2,0.2,-1.4,-0.06
,12:00,17,21.2,1.47,0,0.5,21.2,19.1,0.7,0.3,0.6,0.8,0.2,0.2,-1.4,-0.06
,13:00,22,21.6,1.47,95,1.7,22.2,19.3,0.4,0.3,0.5,0.7,0.2,0.2,-1.4,-0.06
,14:00,25,22.2,1.47,146,1.4,23,19.7,0.3,0.3,0.9,1.1,0.2,0.2,-1.4,-0.06
,15:00,26,22.6,1.47,145,1.9,23,19.9,0.4,0.5,2.5,3,0.3,0.3,-1.4,-0.06
,16:00,24,22.8,1.47,97,1.3,22.4,19.9,0.9,0.5,4.1,4.5,0.4,0.4,-1.5,-0.06
,17:00,20,22.8,1.47,27,1.3,22.2,20.1,1,0.4,5.1,5.4,0.4,0.4,-1.5,-0.06
,18:00,14,22.5,1.47,35,1.7,21.5,20,0.4,0.1,2.8,2.9,0.4,0.4,-1.5,-0.06
,19:00,8,22.1,1.47,12,0.8,20.7,19.7,0.1,0.1,1.9,1.9,0.4,0.4,-1.4,-0.06
,20:00,5,21.7,1.47,56,0.5,20.2,19.6,0,0.4,1.6,2,0.4,0.4,-1.4,-0.06
,21:00,3,21.7,1.47,45,0.4,19.5,18.5,-0.1,0.1,0.8,0.9,0.3,0.3,-1.4,-0.06
,22:00,,22,1.47,270,0.5,19.6,18.8,,,,,0.3,0.3,-1.4,-0.06
,23:00,,22.4,1.47,228,0.5,19.7,19.2,,,,,,,,
,0:00,,21.8,1.47,320,0.2,19.9,19.5,,,,,,,-1.6,
,1:00,7,21.7,1.47,289,0.2,20.1,19.7,0.1,0,1.1,1.1,0.3,0.3,-1.4,-0.06
,2:00,5,21.7,1.47,267,0.6,19.9,19.6,0.1,0.1,0.8,0.9,0.3,0.3,-1.4,-0.06
,3:00,5,21.7,1.47,180,0.5,20.1,19.7,0.4,0,1,1,0.3,0.3,-1.4,-0.06
,4:00,2,21.6,1.47,45,0.8,19.8,19.7,0.1,0.2,0.7,0.9,0.3,0.3,-1.4,-0.06
,5:00,0,21.7,1.47,45,0.7,19.4,19.7,-0.1,0.5,0.6,1,0.3,0.3,-1.4,-0.06
,6:00,0,21.6,1.47,14,0.1,19.5,19.7,-0.1,0.5,0.8,1.3,0.3,0.3,-1.4,-0.06
,7:00,1,21.8,1.47,68,0.2,19.8,19.8,0,1.7,1.1,2.8,0.4,0.4,-1.4,-0.06
,8:00,1,22.1,1.47,40,1.4,19.9,20.1,-0.1,1.1,0.8,1.9,0.3,0.3,-1.4,-0.06
,9:00,42,26.1,1.47,68,1.4,20.4,20.9,,,,,0.3,0.2,-1.5,-0.07
,10:00,154,28.6,1.47,137,0.6,21.6,21.5,,,,,0.4,0.3,-1.7,-0.08
,11:00,126,28.8,1.47,200,2.4,24.2,21,,,,,0.5,0.5,-1.3,-0.07
,12:00,34,27.3,1.47,169,2.5,25.9,21.4,0.2,0.4,2,2.4,0.4,0.4,-1.7,-0.08
,13:00,36,27,1.47,175,2.7,26.6,21.4,0.1,0.2,1.3,1.5,0.4,0.4,-1.6,-0.07
,14:00,32,27.2,1.47,161,2,27.1,21.5,0,0.2,1.2,1.4,0.3,0.4,-1.6,-0.07
,15:00,34,27.5,1.47,189,1.7,26.9,21.7,0,0.2,1.8,2,0.3,0.4,-1.7,-0.07
,16:00,28,27.5,1.47,205,1.4,25.9,22.1,0,0.2,2.5,2.8,0.4,0.4,-1.7,-0.07
,17:00,27,27.1,1.47,207,1.7,24.9,21.7,0.1,0.1,1.6,1.7,0.3,0.4,-1.7,-0.07
,18:00,26,26.4,1.47,150,1.1,24,21.4,0.1,0.2,2.6,2.8,0.3,0.4,-1.6,-0.07
,19:00,17,25.6,1.47,38,1.5,23,21.4,-0.1,0,0.8,0.8,0.3,0.3,-1.6,-0.07
,20:00,16,24.8,1.47,54,2.6,22.1,21.7,-0.2,0,0.4,0.4,0.3,0.3,-1.6,-0.07
,21:00,14,24.1,1.47,81,0.6,21.8,21.4,-0.2,0,0.5,0.5,0.3,0.3,-1.6,-0.07
,22:00,,23.8,1.47,51,1.4,21.5,21.2,,,,,0.3,0.3,-1.5,-0.07
,23:00,,24.4,1.47,28,3.2,21.1,20.9,,,,,,,,
,0:00,,23.7,1.47,355,0.4,21,20.6,,,,,,,-1.7,
,1:00,15,22.8,1.47,146,0.7,20.9,0.9,-0.2,0.1,0.9,1,0.3,0.3,-1.5,-0.07
,2:00,10,22.2,1.47,270,0.6,20.7,-27.2,-0.2,0,0.3,0.3,0.2,0.3,-1.5,-0.06
,3:00,3,21.8,1.47,328,0.3,20.4,-23.2,-0.2,0,-0.3,-0.2,0.2,0.3,-1.5,-0.06
,4:00,4,21.4,1.47,55,0.4,20.1,-20.3,-0.2,0,-0.4,-0.4,0.2,0.2,-1.4,-0.06
,5:00,2,21.6,1.47,68,0.2,19.8,-17.9,-0.2,1.2,0.2,1.4,0.2,0.2,-1.4,-0.06
,6:00,2,21.5,1.47,344,0.6,19.6,-15.4,-0.2,0.6,-0.1,0.5,0.2,0.2,-1.4,-0.06
,7:00,3,21.6,1.47,92,0.9,19.7,-1.4,-0.2,0.4,-0.1,0.4,0.2,0.2,-1.4,-0.06
,8:00,5,21.7,1.47,64,2.3,19.5,21,0.1,0.5,0.5,0.9,0.2,0.2,-1.4,-0.06
,9:00,7,21.7,1.47,55,2.3,19.3,20.4,0.1,0.8,3.2,4,0.3,0.3,-1.4,-0.06
,10:00,10,21.5,1.47,53,2.4,19.2,20.1,0.1,1,3.4,4.3,0.3,0.3,-1.4,-0.06
